5,4.927915194,17.76254417,0.504614,0.49194,0.509185,0.50794,0.593383,20.62%,16.54%
6,5.801007557,19.70465995,0.528404,0.501796,0.520102,0.519841,0.581777,15.94%,10.10%
7,6.60205314,20.25120773,0.527246,0.516866,0.538866,0.542515,0.590304,14.21%,8.81%
8,7.348341232,20.70260664,0.553287,0.536376,0.548149,0.551487,0.595715,11.06%,7.67%
9,8.025338833,20.84737773,0.562993,0.541762,0.545093,0.574581,0.582889,7.59%,1.45%
10,8.645123384,20.87485311,0.576186,0.551231,0.548679,0.584891,0.588934,6.84%,0.69%
15,11.13825425,20.93087288,0.610123,0.569248,0.562466,0.612324,0.591179,3.85%,-3.45%
